site,date,water_temperature,ph_standard_units,Average_dissolved_oxygen_dis,conductivity,Nitrate,Phosphate,watershed,waterbody
5303319,2020-07-20,14.0,7.5,8.3,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2020-10-24,8.0,8.0,9.9,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2021-01-16,7.0,7.5,10.4,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2021-04-17,9.0,7.5,10.0,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2021-07-24,15.0,8.0,8.0,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2021-10-23,11.0,8.0,8.8,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2022-01-22,6.5,8.0,10.7,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2022-04-24,9.0,8.0,10.1,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2022-10-15,12.0,7.5,9.4,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2023-08-07,14.0,8.0,9.3,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2023-08-10,13.0,7.5,8.6,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2023-09-04,9.5,7.5,10.6,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2024-01-13,0.6,8.0,12.3,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2024-04-13,9.0,8.0,10.1,,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2024-04-14,9.0,7.9,10.1,225.0,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2024-07-06,14.0,7.8,8.65,319.0,,,Lake Washington-Sammamish River,Lyon Creek
5303319,2024-10-13,10.0,7.85,9.65,240.0,1.5,2.6,Lake Washington-Sammamish River,Lyon Creek
5303319,2025-01-11,6.2,7.8,11.3,146.0,,0.3,Lake Washington-Sammamish River,Lyon Creek
5303319,2025-04-12,8.6,8.0,11.1,,1.2,0.09,Lake Washington-Sammamish River,Lyon Creek
5303319,2025-07-19,13.4,8.1,8.8,253.0,0.9,0.183,Lake Washington-Sammamish River,Lyon Creek
5303319,2025-09-19,13.4,7.9,9.6,260.9,1.1,0.22,Lake Washington-Sammamish River,Lyon Creek
5303320,2016-08-15,22.0,8.5,9.1,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2016-08-21,20.0,8.5,10.0,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2016-09-03,16.0,8.0,7.7,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2016-09-18,17.0,8.0,8.3,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2016-10-22,12.5,7.0,9.1,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2016-12-29,7.0,7.5,10.9,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2017-06-02,16.0,7.5,8.4,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2017-07-21,17.0,7.5,8.4,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2017-08-30,17.5,7.5,7.9,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2017-09-23,14.0,7.5,8.8,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2017-10-25,10.0,7.5,10.0,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2017-11-29,9.0,7.0,10.7,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2017-12-28,6.5,7.0,11.0,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-01-26,7.0,7.0,11.1,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-02-20,4.0,7.0,12.7,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-03-18,7.0,7.5,11.8,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-04-18,9.5,7.5,10.6,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-05-23,14.0,7.5,9.1,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-06-19,16.0,7.5,8.2,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-07-18,17.5,8.0,9.0,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-08-19,17.0,8.0,8.8,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-09-26,12.5,8.0,9.8,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-10-12,10.0,8.0,10.1,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-11-25,7.0,7.5,11.2,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2018-12-12,6.5,7.0,11.7,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-01-26,6.0,7.0,11.3,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-03-10,3.5,7.5,12.5,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-04-22,10.5,7.5,10.1,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-05-24,13.5,7.5,9.0,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-06-12,15.5,7.0,8.6,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-07-19,15.5,7.5,8.5,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-08-28,18.0,8.0,7.9,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-09-29,12.5,7.5,9.3,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-10-24,10.5,7.5,10.0,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-11-20,8.5,7.0,10.4,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2019-12-28,7.0,7.5,10.4,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2020-01-30,8.0,7.0,10.3,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2020-02-22,7.0,7.5,10.2,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2020-03-10,6.0,7.0,10.8,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2020-06-17,13.0,7.5,9.3,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2020-10-05,14.0,7.5,9.1,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2021-06-18,14.0,7.0,9.5,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2021-07-14,16.5,7.5,8.2,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2021-08-11,17.5,8.0,10.0,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2021-09-22,14.0,7.5,9.5,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2022-07-10,14.0,8.0,9.3,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2022-08-09,17.0,7.5,7.7,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2022-09-08,17.0,7.5,7.7,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2022-10-07,14.0,8.0,9.3,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2023-04-14,8.0,7.5,10.9,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2023-09-12,9.0,6.5,7.5,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-02-11,7.5,7.5,10.2,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-03-03,7.0,7.5,10.6,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-04-20,10.0,8.0,9.8,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-05-18,11.5,8.0,9.7,,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-06-23,15.0,7.5,8.9,230.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-07-29,17.0,7.0,8.7,228.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-08-30,16.5,7.5,8.5,195.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-09-22,14.5,7.5,8.8,195.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-10-13,13.0,7.5,9.6,233.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-11-10,11.0,8.0,10.1,200.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2024-12-22,9.0,7.5,10.6,190.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-02-04,11.5,8.0,9.4,240.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-03-02,9.0,8.0,10.8,214.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-04-06,10.5,8.0,10.1,220.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-05-04,10.0,8.0,9.9,218.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-06-01,12.0,7.5,8.8,235.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-07-06,14.0,8.0,8.7,259.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-08-03,15.0,8.0,8.5,270.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-09-07,16.0,7.0,7.8,249.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-10-05,13.0,7.0,8.5,268.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-11-02,10.5,7.0,9.4,209.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2025-12-06,9.0,7.0,9.9,77.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2026-01-05,8.0,7.0,10.0,126.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2026-02-02,8.0,7.0,10.9,100.0,,,Bear Creek-Sammamish River,Horse Creek
5303320,2026-03-02,7.0,7.0,10.5,208.0,,,Bear Creek-Sammamish River,Horse Creek
5303321,2016-08-20,16.0,7.5,4.8,,,,Swamp Creek,Swamp Creek
5303321,2016-09-09,14.0,7.0,6.7,,,,Swamp Creek,Swamp Creek
5303321,2016-10-08,13.0,7.5,7.5,,,,Swamp Creek,Swamp Creek
5303321,2016-11-04,9.5,7.0,8.6,,,,Swamp Creek,Swamp Creek
5303321,2016-12-10,4.0,7.0,10.4,,,,Swamp Creek,Swamp Creek
5303321,2017-01-10,3.0,7.5,10.4,,,,Swamp Creek,Swamp Creek
5303321,2017-02-09,6.5,7.0,10.4,,,,Swamp Creek,Swamp Creek
5303321,2017-03-07,6.0,7.0,10.5,,,,Swamp Creek,Swamp Creek
5303321,2017-04-11,10.0,7.0,9.6,,,,Swamp Creek,Swamp Creek
5303321,2017-05-08,12.0,7.0,8.4,,,,Swamp Creek,Swamp Creek
5303321,2017-06-08,13.0,7.0,7.2,,,,Swamp Creek,Swamp Creek
5303321,2017-07-14,15.5,7.0,7.0,,,,Swamp Creek,Swamp Creek
5303321,2017-08-10,16.0,7.0,5.7,,,,Swamp Creek,Swamp Creek
5303321,2017-09-11,14.0,7.0,6.1,,,,Swamp Creek,Swamp Creek
5303321,2017-10-16,9.0,7.0,8.2,,,,Swamp Creek,Swamp Creek
5303321,2017-11-10,7.5,6.5,8.5,,,,Swamp Creek,Swamp Creek
5303321,2017-12-11,3.5,6.5,10.6,,,,Swamp Creek,Swamp Creek
5303321,2018-01-15,8.0,7.0,9.3,,,,Swamp Creek,Swamp Creek
5303321,2018-02-22,2.5,7.0,11.4,,,,Swamp Creek,Swamp Creek
5303321,2018-05-25,13.0,7.0,8.6,,,,Swamp Creek,Swamp Creek
5303321,2018-06-28,14.0,7.0,6.6,,,,Swamp Creek,Swamp Creek
5303321,2018-07-26,16.0,7.0,6.6,,,,Swamp Creek,Swamp Creek
5303321,2018-08-31,15.5,7.0,5.6,,,,Swamp Creek,Swamp Creek
5303321,2018-09-26,12.0,7.0,6.6,,,,Swamp Creek,Swamp Creek
5303321,2018-11-05,11.0,7.0,7.0,,,,Swamp Creek,Swamp Creek
5303321,2019-01-31,5.0,7.0,9.2,,,,Swamp Creek,Swamp Creek
5303321,2019-02-21,4.0,7.0,10.4,,,,Swamp Creek,Swamp Creek
5303321,2019-03-22,9.5,7.5,9.5,,,,Swamp Creek,Swamp Creek
5303321,2019-04-15,9.0,7.0,9.5,,,,Swamp Creek,Swamp Creek
5303321,2019-05-14,14.0,7.0,6.4,,,,Swamp Creek,Swamp Creek
5303321,2019-06-19,14.0,7.0,6.3,,,,Swamp Creek,Swamp Creek
5303321,2019-07-18,16.0,7.0,5.5,,,,Swamp Creek,Swamp Creek
5303321,2019-08-16,17.0,7.0,4.2,,,,Swamp Creek,Swamp Creek
5303321,2019-09-30,10.0,7.0,7.6,,,,Swamp Creek,Swamp Creek
5303321,2019-10-21,10.0,7.0,7.5,,,,Swamp Creek,Swamp Creek
5303321,2019-11-19,10.0,7.0,8.0,,,,Swamp Creek,Swamp Creek
5303321,2019-12-19,7.0,7.0,7.7,,,,Swamp Creek,Swamp Creek
5303321,2020-01-23,8.5,7.0,10.1,,,,Swamp Creek,Swamp Creek
5303321,2020-02-20,5.0,7.0,9.9,,,,Swamp Creek,Swamp Creek
5303321,2020-10-05,14.0,7.0,3.7,,,,Swamp Creek,Swamp Creek
5303321,2020-11-19,8.5,7.0,8.6,,,,Swamp Creek,Swamp Creek
5303321,2020-12-17,7.0,7.0,9.4,,,,Swamp Creek,Swamp Creek
5303321,2021-01-19,6.0,7.0,9.9,,,,Swamp Creek,Swamp Creek
5303321,2021-02-23,6.0,7.5,10.4,,,,Swamp Creek,Swamp Creek
5303321,2021-03-22,6.5,7.0,9.6,,,,Swamp Creek,Swamp Creek
5303321,2021-04-22,11.0,7.0,6.2,,,,Swamp Creek,Swamp Creek
5303321,2021-05-14,13.0,7.0,4.3,,,,Swamp Creek,Swamp Creek
5303321,2021-06-29,21.0,7.0,2.2,,,,Swamp Creek,Swamp Creek
5303321,2021-07-24,15.5,6.5,1.3,,,,Swamp Creek,Swamp Creek
5303321,2021-08-19,16.0,7.0,8.5,,,,Swamp Creek,Swamp Creek
5303321,2021-09-23,13.0,7.0,10.7,,,,Swamp Creek,Swamp Creek
5303321,2021-10-20,10.5,7.0,7.3,,,,Swamp Creek,Swamp Creek
5303321,2021-11-23,7.0,7.0,7.3,,,,Swamp Creek,Swamp Creek
5303321,2022-02-26,4.0,7.0,10.4,,,,Swamp Creek,Swamp Creek
5303321,2022-03-29,10.0,7.0,8.7,,,,Swamp Creek,Swamp Creek
5303321,2022-05-23,13.0,7.0,6.5,,,,Swamp Creek,Swamp Creek
5303321,2022-06-20,14.0,7.0,5.0,,,,Swamp Creek,Swamp Creek
5303321,2022-07-20,16.5,6.5,2.4,,,,Swamp Creek,Swamp Creek
5303321,2022-08-25,17.0,7.0,1.7,,,,Swamp Creek,Swamp Creek
5303321,2022-09-28,13.5,7.0,1.7,,,,Swamp Creek,Swamp Creek
5303321,2022-10-25,10.5,7.0,3.4,,,,Swamp Creek,Swamp Creek
5303321,2022-11-28,5.5,7.5,9.4,,,,Swamp Creek,Swamp Creek
5303321,2022-12-19,3.0,7.5,10.6,,,,Swamp Creek,Swamp Creek
5303321,2023-01-17,6.0,7.5,9.7,,,,Swamp Creek,Swamp Creek
5303321,2023-04-17,6.0,7.0,9.6,,,,Swamp Creek,Swamp Creek
5303321,2023-04-19,9.0,7.5,9.3,,,,Swamp Creek,Swamp Creek
5303321,2023-05-30,13.0,7.0,1.5,,,,Swamp Creek,Swamp Creek
5303321,2023-06-26,15.5,7.0,1.6,,,,Swamp Creek,Swamp Creek
5303321,2023-07-27,16.0,7.0,0.9,,,,Swamp Creek,Swamp Creek
5303321,2023-08-17,17.0,7.0,0.6,,,,Swamp Creek,Swamp Creek
5303321,2023-09-14,13.5,6.5,1.1,,,,Swamp Creek,Swamp Creek
5303321,2023-10-18,12.5,7.0,4.4,,,,Swamp Creek,Swamp Creek
5303321,2023-11-20,6.0,7.0,9.1,,,,Swamp Creek,Swamp Creek
5303321,2023-12-20,6.5,7.0,7.5,,,,Swamp Creek,Swamp Creek
5303321,2024-01-19,3.5,7.5,9.8,,,,Swamp Creek,Swamp Creek
5303321,2024-03-02,5.5,7.0,9.5,,,,Swamp Creek,Swamp Creek
5303321,2024-03-25,9.5,7.0,5.5,,,,Swamp Creek,Swamp Creek
5303321,2024-04-24,10.0,7.0,2.6,,,,Swamp Creek,Swamp Creek
5303321,2024-05-27,12.0,7.0,3.0,,,,Swamp Creek,Swamp Creek
5303321,2024-07-26,6.0,6.5,2.6,285.0,,,Swamp Creek,Swamp Creek
5303321,2024-08-27,15.5,7.0,3.2,210.6,,,Swamp Creek,Swamp Creek
5303321,2024-09-24,14.0,6.75,0.7,283.6,,,Swamp Creek,Swamp Creek
5303321,2024-10-24,10.5,6.5,1.65,272.6,,,Swamp Creek,Swamp Creek
5303321,2024-11-26,8.5,7.5,7.9,178.0,,,Swamp Creek,Swamp Creek
5303321,2024-12-28,8.5,7.0,8.9,142.0,,,Swamp Creek,Swamp Creek
5303321,2025-01-30,2.0,7.0,7.0,237.0,,,Swamp Creek,Swamp Creek
5303321,2025-03-19,8.0,7.0,8.9,199.6,,,Swamp Creek,Swamp Creek
5303321,2025-04-18,9.5,6.5,3.75,229.0,,,Swamp Creek,Swamp Creek
5303321,2025-05-20,12.5,7.0,2.95,221.3,,,Swamp Creek,Swamp Creek
5303321,2025-06-21,14.5,7.0,0.55,288.0,,,Swamp Creek,Swamp Creek
5303321,2025-07-24,17.0,6.5,0.55,291.3,,,Swamp Creek,Swamp Creek
5303321,2025-08-25,16.5,7.0,0.75,284.0,,,Swamp Creek,Swamp Creek
5303321,2025-09-24,12.75,6.5,1.2,274.3,,,Swamp Creek,Swamp Creek
5303321,2025-10-27,9.0,6.5,5.9,226.6,,,Swamp Creek,Swamp Creek
5303321,2025-11-27,9.5,6.5,4.9,227.0,,,Swamp Creek,Swamp Creek
5303321,2025-12-29,6.0,7.0,9.7,195.6,,,Swamp Creek,Swamp Creek
5303321,2026-01-28,5.0,6.5,7.2,239.0,,,Swamp Creek,Swamp Creek
5303321,2026-02-23,7.0,7.0,9.35,194.6,,,Swamp Creek,Swamp Creek
5303321,2026-03-27,7.5,7.0,9.25,173.6,,,Swamp Creek,Swamp Creek
5303322,2018-07-21,14.0,8.0,8.3,,,,Swamp Creek,Swamp Creek
5303322,2018-08-25,16.0,8.0,8.4,,,,Swamp Creek,Swamp Creek
5303322,2018-09-15,13.5,8.0,8.9,,,,Swamp Creek,Swamp Creek
5303322,2018-10-20,8.5,8.0,10.0,,,,Swamp Creek,Swamp Creek
5303322,2018-11-24,7.0,8.0,10.5,,,,Swamp Creek,Swamp Creek
5303322,2019-01-05,7.0,7.5,10.6,,,,Swamp Creek,Swamp Creek
5303322,2019-03-10,3.0,7.5,12.2,,,,Swamp Creek,Swamp Creek
5303322,2019-04-09,10.0,7.5,9.8,,,,Swamp Creek,Swamp Creek
5303322,2019-05-11,14.0,7.5,8.5,,,,Swamp Creek,Swamp Creek
5303322,2019-06-22,14.0,8.0,9.1,,,,Swamp Creek,Swamp Creek
5303322,2019-07-13,16.0,8.0,8.5,,,,Swamp Creek,Swamp Creek
5303322,2019-08-18,16.0,8.0,8.6,,,,Swamp Creek,Swamp Creek
5303322,2019-09-21,14.0,8.0,8.6,,,,Swamp Creek,Swamp Creek
5303322,2019-10-26,9.5,7.5,10.0,,,,Swamp Creek,Swamp Creek
5303322,2019-11-23,6.0,7.5,11.0,,,,Swamp Creek,Swamp Creek
5303322,2019-12-28,5.5,7.5,11.3,,,,Swamp Creek,Swamp Creek
5303322,2020-01-25,8.5,7.5,10.1,,,,Swamp Creek,Swamp Creek
5303322,2020-02-23,7.0,7.5,10.5,,,,Swamp Creek,Swamp Creek
5303322,2021-02-07,6.0,7.5,10.9,,,,Swamp Creek,Swamp Creek
5303322,2021-03-14,6.5,8.0,10.8,,,,Swamp Creek,Swamp Creek
5303322,2021-05-16,13.5,7.5,9.1,,,,Swamp Creek,Swamp Creek
5303322,2021-06-20,18.0,7.5,7.9,,,,Swamp Creek,Swamp Creek
5303322,2021-07-25,17.0,7.5,8.9,,,,Swamp Creek,Swamp Creek
5303322,2021-10-10,10.0,7.5,9.3,,,,Swamp Creek,Swamp Creek
5303322,2021-11-20,9.0,7.0,9.35,,,,Swamp Creek,Swamp Creek
5303322,2022-03-27,10.0,7.5,9.9,,,,Swamp Creek,Swamp Creek
5303322,2022-04-23,10.5,7.5,9.9,,,,Swamp Creek,Swamp Creek
5303322,2022-06-04,14.0,7.5,7.6,,,,Swamp Creek,Swamp Creek
5303322,2022-06-08,15.0,7.5,8.3,,,,Swamp Creek,Swamp Creek
5303322,2022-08-06,15.0,7.5,8.3,,,,Swamp Creek,Swamp Creek
5303322,2022-10-25,10.0,8.0,9.4,,,,Swamp Creek,Swamp Creek
5303322,2023-03-26,5.0,7.5,10.2,,,,Swamp Creek,Swamp Creek
5303322,2023-05-29,13.0,7.5,9.0,,,,Swamp Creek,Swamp Creek
5303322,2023-10-21,13.0,8.0,9.2,,,,Swamp Creek,Swamp Creek
5303322,2023-12-11,9.0,8.0,9.5,,,,Swamp Creek,Swamp Creek
5303322,2023-12-17,6.0,7.5,10.3,,,,Swamp Creek,Swamp Creek
5303322,2024-01-21,4.5,7.5,11.0,,,,Swamp Creek,Swamp Creek
5303322,2024-02-18,7.0,7.5,10.8,,,,Swamp Creek,Swamp Creek
5303322,2024-03-24,9.5,7.5,10.0,,,,Swamp Creek,Swamp Creek
5303322,2024-04-14,12.5,8.0,10.0,,,,Swamp Creek,Swamp Creek
5303322,2024-05-26,11.0,8.0,9.9,201.0,,,Swamp Creek,Swamp Creek
5303322,2025-02-20,2.5,8.0,10.45,299.0,,,Swamp Creek,Swamp Creek
5303322,2025-09-22,15.0,7.5,8.7,248.0,,,Swamp Creek,Swamp Creek
5303322,2026-01-17,6.0,7.0,10.1,199.0,,,Swamp Creek,Swamp Creek
5303322,2026-02-22,5.0,7.0,10.5,215.0,,,Swamp Creek,Swamp Creek
5303323,2019-05-04,10.0,7.5,8.5,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2019-05-25,11.0,7.5,8.0,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2019-06-26,14.0,8.0,7.9,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2019-07-20,12.0,8.0,8.9,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2019-08-23,15.0,7.5,8.1,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2019-09-20,14.9,8.0,8.5,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2019-10-18,10.0,7.5,9.1,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2019-11-22,7.0,8.0,9.9,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2019-12-28,7.0,7.5,10.9,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2020-01-23,7.0,7.0,9.9,,,,Lake Washington-Sammamish River,Juanita Creek
5303323,2020-02-22,6.0,7.5,10.4,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-03-31,10.0,7.5,8.9,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-05-04,10.0,7.0,8.6,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-05-25,12.0,7.5,7.6,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-06-26,15.5,8.0,7.1,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-07-20,14.5,7.5,7.5,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-08-23,14.0,7.5,8.0,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-09-20,14.5,7.5,8.1,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-10-18,9.0,7.0,9.1,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-11-22,6.5,8.0,10.1,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2019-12-28,6.0,7.5,9.8,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2020-02-22,6.0,8.0,10.0,,,,Lake Washington-Sammamish River,Juanita Creek
5303324,2021-06-12,13.0,7.0,7.9,,,,Lake Washington-Sammamish River,Juanita Creek
5303325,2019-04-28,10.0,8.0,10.2,,,,Lake Washington-Sammamish River,Pipers Creek
5303325,2019-06-08,11.5,8.0,9.7,,,,Lake Washington-Sammamish River,Pipers Creek
5303327,2019-03-17,10.0,7.5,10.0,,,,Shell Creek-Frontal Puget Sound,Venema Creek
5303327,2019-05-10,13.0,8.0,9.3,,,,Shell Creek-Frontal Puget Sound,Venema Creek
5303328,2019-04-23,13.0,5.5,3.3,,,,Patterson Creek-Snoqualmie River,Kimball Slough
5303328,2019-04-24,13.0,5.5,2.4,,,,Patterson Creek-Snoqualmie River,Kimball Slough
5303328,2019-05-30,16.0,5.5,2.6,,,,Patterson Creek-Snoqualmie River,Kimball Slough
5303330,2019-10-15,11.5,7.0,9.2,,,,Green River,Gilliam Creek
5303330,2019-12-16,8.5,7.5,9.9,,,,Green River,Gilliam Creek
5303330,2020-01-15,5.0,7.5,9.9,,,,Green River,Gilliam Creek
5303331,2019-07-27,17.0,8.0,9.3,,,,Lake Washington-Sammamish River,Thornton Creek
5303331,2019-11-03,8.0,7.5,10.2,,,,Lake Washington-Sammamish River,Thornton Creek
5303331,2020-06-27,14.5,7.5,8.5,,,,Lake Washington-Sammamish River,Thornton Creek
5303332,2019-07-27,18.0,7.0,14.3,,,,Green River,Thornton Creek UT brook
5303332,2019-11-03,8.5,7.0,9.9,,,,Green River,Thornton Creek UT brook
5303332,2020-02-24,7.0,8.0,10.8,,,,Green River,Thornton Creek UT brook
5303332,2020-03-23,8.0,7.5,11.3,,,,Green River,Thornton Creek UT brook
5303332,2020-04-23,11.0,7.0,9.8,,,,Green River,Thornton Creek UT brook
5303332,2020-05-21,11.5,7.0,,,,,Green River,Thornton Creek UT brook
5303332,2020-06-27,14.5,7.5,8.5,,,,Green River,Thornton Creek UT brook
5303332,2020-07-25,14.0,8.0,8.7,,,,Green River,Thornton Creek UT brook
5303332,2020-08-22,16.0,8.0,7.9,,,,Green River,Thornton Creek UT brook
5303332,2020-09-27,13.5,7.0,8.7,,,,Green River,Thornton Creek UT brook
5303332,2020-10-26,7.0,7.5,10.6,,,,Green River,Thornton Creek UT brook
5303332,2020-11-29,7.5,7.0,10.6,,,,Green River,Thornton Creek UT brook
5303332,2020-12-31,8.0,7.0,10.2,,,,Green River,Thornton Creek UT brook
5303332,2021-01-29,7.5,7.0,10.4,,,,Green River,Thornton Creek UT brook
5303332,2021-02-26,8.0,7.5,10.8,,,,Green River,Thornton Creek UT brook
5303332,2021-03-29,6.5,7.0,10.4,,,,Green River,Thornton Creek UT brook
5303332,2021-05-30,11.5,7.0,9.3,,,,Green River,Thornton Creek UT brook
5303332,2021-06-29,18.5,8.0,8.1,,,,Green River,Thornton Creek UT brook
5303332,2021-07-31,17.0,8.0,7.9,,,,Green River,Thornton Creek UT brook
5303332,2021-08-31,16.0,8.0,9.8,,,,Green River,Thornton Creek UT brook
5303332,2021-09-29,14.0,7.0,11.5,,,,Green River,Thornton Creek UT brook
5303332,2021-12-05,7.5,7.5,10.6,,,,Green River,Thornton Creek UT brook
5303333,2019-11-13,9.5,6.5,2.9,,,,Green River,Johnson Creek
5303333,2019-12-16,5.0,7.0,4.4,,,,Green River,Johnson Creek
5303333,2020-01-15,2.5,6.5,3.1,,,,Green River,Johnson Creek
5303334,2019-07-14,20.0,7.0,5.0,,,,Bear Creek,Bear Creek
5303334,2019-08-17,17.0,7.0,5.8,,,,Bear Creek,Bear Creek
5303334,2019-09-25,15.5,7.0,5.4,,,,Bear Creek,Bear Creek
5303334,2019-10-19,9.5,7.0,7.1,,,,Bear Creek,Bear Creek
5303334,2019-11-16,8.0,7.0,,,,,Bear Creek,Bear Creek
5303334,2019-12-28,3.0,7.0,9.1,,,,Bear Creek,Bear Creek
5303334,2020-01-19,5.0,7.0,9.2,,,,Bear Creek,Bear Creek
5303334,2020-02-16,7.0,7.0,8.9,,,,Bear Creek,Bear Creek
5303334,2022-05-03,7.5,6.5,7.6,,,,Bear Creek,Bear Creek
